gbif	canonical	genus_jw	se_jw	gswitch	fuzzy	bothwfo	suspect	spelling_alternative	remove
Hordeum vulgare var. persicum	Hordeum vulgare var. ibericum	1	0.951378446115288	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Thymus serpyllum var. aureus	Thymus serpyllum var. aridus	1	0.951378446115288	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Setaria viridis subsp. misera	Setaria viridis subsp. minor	1	0.951428571428571	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Hieracium maurolepium	Hieracium macrolepium	1	0.951515151515152	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Ranunculus homophyllus	Ranunculus holophyllus	1	0.951515151515152	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Hordeum vulgare var. nutans	Hordeum vulgare var. subnutans	1	0.951674641148325	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Acer ginnala f. aidzuense	Acer ginnala var. aidzuense	1	0.952200956937799	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Anthoxanthum odoratum f. villosum	Anthoxanthum odoratum var. villosum	1	0.952200956937799	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Carex hirta f. hirtiformis	Carex hirta var. hirtiformis	1	0.952200956937799	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Chamaecyparis obtusa f. filicoides	Chamaecyparis obtusa var. filicoides	1	0.952200956937799	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Cynodon dactylon f. villosus	Cynodon dactylon var. villosus	1	0.952200956937799	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Sasa veitchii f. veitchii	Sasa veitchii var. veitchii	1	0.952200956937799	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Carex xsalina	Carex salina	1	0.952380952380952	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Eriophorum xmedium	Eriophorum medium	1	0.952380952380952	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Spiraea xarguta	Spiraea arguta	1	0.952380952380952	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Verbascum hapsus	Verbascum thapsus	1	0.952380952380952	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Ailanthus vilmoriniana	Ailanthus vilmorinianus	1	0.952564102564102	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
Anemone narcissifolia	Anemone narcissiflora	1	0.952564102564102	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Erigeron khorassanicus	Erigeron khorossanicus	1	0.952564102564102	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Ficus tridactylites	Ficus tridactylita	1	0.952564102564102	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Machaerina gahniiformis	Machaerina gahniaeformis	1	0.952564102564102	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Myriophyllum alternifolium	Myriophyllum alterniflorum	1	0.952564102564102	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Syngonium xanthophilum	Syngonium xanthophidium	1	0.952564102564102	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Xylosma ciliatifolium	Xylosma ciliatifolia	1	0.952564102564102	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
Lemna trisculca	Lemna trisulca	1	0.952777777777778	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Poa bourgeaei	Poa bourgaei	1	0.952777777777778	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Myosotis laxa subsp. cespitosa	Myosotis laxa subsp. caespitosa	1	0.952813852813853	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Avena sativa var. flava	Avena sativa var. fatua	1	0.952941176470588	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Cucumis melo subsp. chito	Cucumis melo subsp. chate	1	0.952941176470588	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Poa pratensis f. angustifolia	Poa pratensis var. angustifolia	1	0.953111111111111	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Potamogeton gramineus f. myriophyllus	Potamogeton gramineus var. myriophyllus	1	0.953111111111111	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Vitex agnus-castus f. latifolia	Vitex agnus-castus var. latifolia	1	0.953111111111111	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Erodium cicutarium var. maculatum	Erodium cicutarium var. immaculatum	1	0.953185185185185	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Brassica rapa subsp. sylvestris	Brassica rapa subsp. silvestris	1	0.953246753246753	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Echinops rito	Echinops ritro	1	0.953333333333333	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Conoclinium colelestinum	Conoclinium coelestinum	1	0.953535353535353	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Hieracium murorum subsp. ebelii	Hieracium murorum subsp. hjeltii	1	0.953679653679654	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Plantago lanceolata var. pumila	Plantago lanceolata var. dubia	1	0.953679653679654	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Cassia pachycarpa de	Cassia pachycarpa	1	0.953846153846154	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Danthonia decumbens subsp. decumbens	Danthonia decumbens subsp. decipiens	1	0.953846153846154	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Lysimachia trientaloides	Lysimachia trientalis	1	0.953846153846154	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Rosmarinus laxiflorus de	Rosmarinus laxiflorus	1	0.953846153846154	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Thymus latifolius de	Thymus latifolius	1	0.953846153846154	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Agrostis tenuis f. tenuis	Agrostis tenuis var. tenuis	1	0.954166666666667	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Brassica napus f. biennis	Brassica napus var. biennis	1	0.954166666666667	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Clematis alpina var. alpina	Clematis alpina var. alba	1	0.954166666666667	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Quercus robur var. robur	Quercus robur var. robusta	1	0.954166666666667	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Linum strictum var. capitatum	Linum strictum var. spicatum	1	0.954470167513646	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Celtis philippinensis	Celtis philippensis	1	0.954761904761905	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Elaeagnus philippinensis	Elaeagnus philippensis	1	0.954761904761905	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Elymus canadensis f. glaucifolius	Elymus canadensis var. glaucifolius	1	0.954879120879121	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Spiraea betulifolia f. betulifolia	Spiraea betulifolia var. betulifolia	1	0.954879120879121	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Spiraea aquilegifolia	Spiraea aquilegiifolia	1	0.954945054945055	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Poa spondyloides	Poa sphondylodes	1	0.955555555555555	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Rubus simusifolius	Rubus sinusifolius	1	0.955555555555555	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Acacia pennata	Acacia pennatula	1	0.955555555555556	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Anserina candicans	Anserina candidans	1	0.955555555555556	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Aristotelia maqui	Aristotelia macqui	1	0.955555555555556	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Arthraxon japonicus	Arthraxon japonicum	1	0.955555555555556	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
Astragalus monspessulanus var. alpinus	Astragalus monspessulanus var. atticus	1	0.955555555555556	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Axonopus pruinosus	Axonopus pruinosum	1	0.955555555555556	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
Calamagrostis sugawarae	Calamagrostis sugawarai	1	0.955555555555556	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Calophyllum soulattii	Calophyllum soulattri	1	0.955555555555556	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Carex germanica	Carex germana	1	0.955555555555556	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Cenchrus setigerus	Cenchrus setiger	1	0.955555555555556	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Chaetocrater capitatum	Chaetocrater capitatus	1	0.955555555555556	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
Chrysanthemum zawadzkii	Chrysanthemum zawadskii	1	0.955555555555556	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Cirsium semenovii	Cirsium semenowii	1	0.955555555555556	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Coffea arabica var. culta	Coffea arabica var. murta	1	0.955555555555556	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Gentiana loureirii	Gentiana loureiroi	1	0.955555555555556	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Hieracium pilosella subsp. holostenum	Hieracium pilosella subsp. holoskense	1	0.955555555555556	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Muscari lelievrei	Muscari lelievrii	1	0.955555555555556	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Petalostemon violaceus	Petalostemon violaceum	1	0.955555555555556	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
Psychrogeton cabulicus	Psychrogeton cabulicum	1	0.955555555555556	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
Ranunculus aquatic	Ranunculus aquaticus	1	0.955555555555556	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Salix pendulina	Salix pendula	1	0.955555555555556	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Saxifraga granulata	Saxifraga granulate	1	0.955555555555556	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Setaria adhaerans	Setaria adhaerens	1	0.955555555555556	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Stipa zalesskyi	Stipa zalesskii	1	0.955555555555556	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Trisetum alascanum	Trisetum alaskanum	1	0.955555555555556	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Geranium robertianum var. parviflorum	Geranium robertianum var. albiflorum	1	0.955756613756614	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Medicago polymorpha subsp. polymorpha	Medicago polymorpha subsp. polycarpa	1	0.955756613756614	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Narcissus pseudonarcissus var. plenus	Narcissus pseudonarcissus var. pisanus	1	0.955756613756614	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Anthemis triumfettii subsp. aligulata	Anthemis triumfetti subsp. aligulata	1	0.955820105820106	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Critesion brachyanthemum	Critesion brachyantherum	1	0.956043956043956	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Panicum pallide-fuscum	Panicum pallidifuscum	1	0.956043956043956	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Taraxacum erythrosperma	Taraxacum erythrospermum	1	0.956043956043956	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
Alnus incana var. incana	Alnus incana var. pinnata	1	0.956071551427589	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Aristida purpurescens var. tenuispica	Aristida purpurascens var. tenuispica	1	0.956084656084656	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Bromus secalinus f. velutinus	Bromus secalinus var. velutinus	1	0.956385281385281	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Gaudinia fragilis f. filiformis	Gaudinia fragilis var. filiformis	1	0.956385281385281	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Elymus virginicus f. hirsutiglumis	Elymus virginicus var. hirsutiglumis	1	0.956518322035563	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Ajuga reptans var. alba	Ajuga reptans var. alpina	1	0.956656346749226	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Allium vineale f. nitens	Allium vineale var. nitens	1	0.956656346749226	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Bromus tectorum f. nudus	Bromus tectorum var. nudus	1	0.956656346749226	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Euonymus alatus f. pilosus	Euonymus alatus var. pilosus	1	0.956656346749226	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Allium ampeloprasum subsp. ampeloprasum	Allium ampeloprasum subsp. euampeloprasum	1	0.956985294117647	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Salvia cleistogama de	Salvia cleistogama	1	0.957142857142857	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Solanum virgintigranum	Solanum virginianum	1	0.957142857142857	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Macrozamia reidlei	Macrozamia riedlei	1	0.957142857142857	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Quercus foemina	Quercus femina	1	0.957142857142857	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Calopogonium pedunculatum	Calopogonium pendunculatum	1	0.957264957264957	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Hydrocotyle peltiformis	Hydrocotyle pelviformis	1	0.957575757575758	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Zannichellia palustris subsp. genuina	Zannichellia palustris subsp. tenuis	1	0.957608695652174	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Acer rubrum var. rubrum	Acer rubrum var. eurubrum	1	0.957777777777778	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Artemisia spithamea	Artemisia spithamaea	1	0.957777777777778	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Barkhausia haenseleri	Barkhausia haensleri	1	0.957777777777778	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Fraxinus pennsylvanica f. aucubifolia	Fraxinus pennsylvanica var. aucubifolia	1	0.958042328042328	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Aconitum delphinifolium	Aconitum delphiniifolium	1	0.958095238095238	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Chrysanthemum partheniifolium	Chrysanthemum parthenifolium	1	0.958095238095238	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Hemerocallis liliasphodelus	Hemerocallis lilioasphodelus	1	0.958095238095238	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Pyrethrum partheniifolium	Pyrethrum parthenifolium	1	0.958095238095238	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Thalictrum aquilegifolium	Thalictrum aquilegiifolium	1	0.958095238095238	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Aster novae-angliae f. roseus	Aster novae-angliae var. roseus	1	0.958213438735178	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Scutellaria orientalis subsp. carica	Scutellaria orientalis subsp. taurica	1	0.958275362318841	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Petunia xhybrida	Petunia hybrida	1	0.958333333333333	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Spiraea bumalda	Spiraea xbumalda	1	0.958333333333333	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Digitalis purpurea var. alba	Digitalis purpurea var. valida	1	0.958888888888889	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Melica ciliata var. ciliata	Melica ciliata var. elata	1	0.958888888888889	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Salix alba var. calva	Salix alba var. alba	1	0.959047619047619	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Cerastium fontanum subsp. scoticum	Cerastium fontanum subsp. scandicum	1	0.959333333333333	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Capsella bursa-pastoris f. pinnatifida	Capsella bursa-pastoris var. pinnatifida	1	0.95946289528047	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Carex scoparia f. moniliformis	Carex scoparia var. moniliformis	1	0.959894091415831	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Lactuca scariola f. integrifolia	Lactuca scariola var. integrifolia	1	0.959894091415831	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Cyperus flavescens var. poaeformis	Cyperus flavescens var. poiformis	1	0.95994871794871806	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Oxalis acetosella subsp. taemoni	Oxalis acetosella subsp. taimonii	1	0.95994871794871806	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Alsine aviculorum	Alsine avicularum	1	0.96	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Arabis columnaris	Arabis columnalis	1	0.96	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Astragalus applegatii	Astragalus applegatei	1	0.96	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Bidens triparta	Bidens tripartita	1	0.96	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Bromus distachyus	Bromus distachyos	1	0.96	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Clematis vitalba var. crenata	Clematis vitalba var. cordata	1	0.96	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Cyperus forskhalii	Cyperus forskaolii	1	0.96	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Erigeron linifolium	Erigeron linifolius	1	0.96	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
Lonicera korolkowii	Lonicera korolkovii	1	0.96	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Pedilanthus cymbifer	Pedilanthus cymbiferus	1	0.96	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Rosa cinnamonea	Rosa cinnamomea	1	0.96	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Verbascum phoenicium	Verbascum phoeniceum	1	0.96	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Elymus caninus var. caninus	Elymus caninus var. donianus	1	0.960426065162907	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Alysicarpus nummulariifolius	Alysicarpus nummularifolius	1	0.960833333333333	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Bidens pilosa f. discoidea	Bidens pilosa var. discoidea	1	0.960902255639098	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Cardiospermum corindum f. loxense	Cardiospermum corindum var. loxense	1	0.960902255639098	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Cyperus rotundus f. comosus	Cyperus rotundus var. comosus	1	0.960902255639098	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Dactylis glomerata var. glauca	Dactylis glomerata var. laxa	1	0.960902255639098	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Ficus erecta f. sieboldii	Ficus erecta var. sieboldii	1	0.960902255639098	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Menispermum dauricum f. pilosum	Menispermum dauricum var. pilosum	1	0.960902255639098	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Setaria italica var. maxima	Setaria italica var. maritima	1	0.960902255639098	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Dryas octopetala subsp. incisa	Dryas octopetala subsp. subincisa	1	0.961111111111111	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Agrostis kufium	Agrostis kufuim	1	0.961111111111111	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Cardiospermum corindum f. angustisectum	Cardiospermum corindum var. angustisectum	1	0.961444444444444	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Ligustrum obtusifolium f. velutinum	Ligustrum obtusifolium var. velutinum	1	0.961444444444444	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Sagittaria sagittifolia var. arifolia	Sagittaria sagittifolia var. latifolia	1	0.961492877492878	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Betula lenta var. lenta	Betula lenta var. lutea	1	0.961666666666667	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Enterolobium contortisiliqua	Enterolobium contortisiliquum	1	0.961666666666667	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
Schinus terebinthifolia	Schinus terebinthifolius	1	0.961666666666667	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
Toubaouate brevipaniculatum	Toubaouate brevipaniculata	1	0.961666666666667	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
Brassica sinapoides	Brassica sinapioides	1	0.961818181818182	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Elodea brandegeeae	Elodea brandegeae	1	0.961818181818182	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Eragrostis vulgaris subsp. major	Eragrostis vulgaris subsp. minor	1	0.961904761904762	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Ulmus campestris var. minor	Ulmus campestris var. major	1	0.961904761904762	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Baptisia pedula	Baptisia pendula	1	0.961904761904762	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Gentianella dentosa	Gentianella detonsa	1	0.961904761904762	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Oenothera chicaginensis de	Oenothera chicaginensis	1	0.9625	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Arthraxon hispidus f. hispidus	Arthraxon hispidus var. hispidus	1	0.962727272727273	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Hordeum pusillum f. pusillum	Hordeum pusillum var. pusillum	1	0.962727272727273	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Sorghum halepense f. muticum	Sorghum halepense var. muticum	1	0.962727272727273	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Sonchus oleraceus f. integrifolius	Sonchus oleraceus var. integrifolius	1	0.962879120879121	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Carex rechinata	Carex echinata	1	0.962962962962963	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Citrus xparadisi	Citrus paradisi	1	0.962962962962963	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Fragaria ananassa	Fragaria xananassa	1	0.962962962962963	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Mentha xpiperita	Mentha piperita	1	0.962962962962963	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Mentha xgracilis	Mentha gracilis	1	0.962962962962963	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Pyrus xcommunis	Pyrus communis	1	0.962962962962963	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Salix xfragilis	Salix fragilis	1	0.962962962962963	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Anchusa velenovskii	Anchusa velenovskyi	1	0.963636363636364	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Brassica willdenowii	Brassica willdenovii	1	0.963636363636364	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Buddleja davidii var. magnifica	Buddleja davidii var. magnifera	1	0.963636363636364	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Campanula hortelensis	Campanula hortensis	1	0.963636363636364	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Caryota monostachya	Caryota monostachys	1	0.963636363636364	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Clavula multiculmis	Clavula multicaulis	1	0.963636363636364	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Cyperus keniensis	Cyperus keniaeensis	1	0.963636363636364	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Galeopsis pernhofferi	Galeopsis pernkofferi	1	0.963636363636364	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Indigofera stenophylla	Indigofera stenophylha	1	0.963636363636364	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Magnolia soulangiana	Magnolia soulangeana	1	0.963636363636364	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Mimosa bimucrunata	Mimosa bimucronata	1	0.963636363636364	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Pedicularis willdenovii	Pedicularis willdenowii	1	0.963636363636364	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Phleum roshevitsii	Phleum roshevitzii	1	0.963636363636364	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Pilosella macranthela	Pilosella macrantha	1	0.963636363636364	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Pseuderanthemum palatiferus	Pseuderanthemum palatiferum	1	0.963636363636364	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Ranunculus monophyllos	Ranunculus monophyllus	1	0.963636363636364	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Triticum aestivum var. dicoccum	Triticum aestivum var. dicoccon	1	0.963636363636364	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Poa pratensis subsp. eu-pratensis	Poa pratensis subsp. pratensis	1	0.963925729442971	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Melilotus albus var. annuus	Melilotus albus var. annua	1	0.963970588235294	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
Dryas octopetala var. incisa	Dryas octopetala var. viscida	1	0.963993977037455	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Acer campestre f. collinum	Acer campestre var. collinum	1	0.964389233954451	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Elymus virginicus f. jejunus	Elymus virginicus var. jejunus	1	0.964389233954451	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Linum strictum var. cymosum	Linum strictum var. racemosum	1	0.964389233954451	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Physocarpus opulifolius f. luteus	Physocarpus opulifolius var. luteus	1	0.964389233954451	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Prunella grandiflora var. alba	Prunella grandiflora var. alpina	1	0.964389233954451	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Myosotis scorpioides subsp. cespitosa	Myosotis scorpioides subsp. caespitosa	1	0.964532019704433	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Cerastium cerastioides	Cerastium cerastoides	1	0.965151515151515	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Limniris pseudacorus	Limniris pseudoacorus	1	0.965151515151515	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Salvia horminoides	Salvia horminioides	1	0.965151515151515	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Senecio crepidoides	Senecio crepidioides	1	0.965151515151515	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Sieglingia sesleroides	Sieglingia seslerioides	1	0.965151515151515	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Sigesbeckia melanolepis	Sigesbeckia melanolepsis	1	0.965151515151515	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Stellaria cerastioides	Stellaria cerastoides	1	0.965151515151515	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Tridens sesleroides	Tridens seslerioides	1	0.965151515151515	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Agrostis stolonifera var. salina	Agrostis stolonifera var. marina	1	0.965217391304348	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Calamagrostis langsdorffii var. minor	Calamagrostis langsdorffii var. major	1	0.965217391304348	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Poa acroleuca f. submoniliformis	Poa acroleuca var. submoniliformis	1	0.965449735449735	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
