dlist,elist,genus_jw,se_jw,gender_switch
Polygonum acetosellum,Polygonum acetosellum,1.0,1.0,False
Polygonum yokusaianum,Polygonum yokusaianum,1.0,1.0,False
Polygonum glandulosum,Polygonum glandulosum,1.0,1.0,False
Polygonum epilobioides,Polygonum epilobioides,1.0,1.0,False
Polygonum sambesicum,Polygonum sambesicum,1.0,1.0,False
Polygonum stoloniferum,Polygonum stoloniferum,1.0,1.0,False
Polygonum acetosum,Polygonum acetosellum,1.0,0.963636363636,False
Polygonum agrestinum,Polygonum agrestinum,1.0,1.0,False
Polygonum acadiense,Polygonum acadiense,1.0,1.0,False
Polygonum polymorphum,Polygonum polymorphum,1.0,1.0,False
Polygonum darrisii,Polygonum darrisii,1.0,1.0,False
Polygonum scabridum,Polygonum scabrum,1.0,0.962962962963,False
Polygonum macranthum,Polygonum macranthum,1.0,1.0,False
Polygonum interior,Polygonum interior,1.0,1.0,False
Polygonum reynoutria,Polygonum reynoutria,1.0,1.0,False
Polygonum amurense,Polygonum amurense,1.0,1.0,False
Polygonum nummularifolium,Polygonum nummularifolium,1.0,1.0,False
Polygonum floribundum,Polygonum floribundum,1.0,1.0,False
Polygonum flexuosum,Polygonum flexuosum,1.0,1.0,False
Polygonum rigidum,Polygonum rigidulum,1.0,0.97037037037,False
Polygonum procumbens,Polygonum procumbens,1.0,1.0,False
Polygonum ramosissimum,Polygonum ramosissimum,1.0,1.0,False
Polygonum biforme,Polygonum biforme,1.0,1.0,False
Polygonum ferrugineum,Polygonum ferrugineum,1.0,1.0,False
Polygonum patulum,Polygonum patulum,1.0,1.0,False
Polygonum kitaibelianum,Polygonum kitaibelianum,1.0,1.0,False
Polygonum aphyllum,Polygonum aphyllum,1.0,1.0,False
Polygonum tristachyum,Polygonum tristachyum,1.0,1.0,False
Polygonum oxyspermum,Polygonum oxyspermum,1.0,1.0,False
Polygonum striatulum,Polygonum striatum,1.0,0.98,False
Polygonum tenue,Polygonum tenue,1.0,1.0,False
Polygonum achoreum,Polygonum achoreum,1.0,1.0,False
Polygonum morrisonense,Polygonum morrisonense,1.0,1.0,False
Polygonum cymosum,Polygonum cymosum,1.0,1.0,False
Polygonum agreste,Polygonum agreste,1.0,1.0,False
Polygonum douglasii,Polygonum douglasii,1.0,1.0,False
Polygonum persicarium,Polygonum persicaria,1.0,0.990606060606,True
Polygonum majus,Polygonum majus,1.0,1.0,False
Polygonum plebejum,Polygonum plebeium,1.0,0.958333333333,False
Polygonum sibiricum,Polygonum sibiricum,1.0,1.0,False
Polygonum coarctatum,Polygonum coarctatum,1.0,1.0,False
Polygonum angustifolium,Polygonum angustifolium,1.0,1.0,False
Polygonum volubile,Polygonum volubile,1.0,1.0,False
Polygonum propinquum,Polygonum propinquum,1.0,1.0,False
Polygonum undulatum,Polygonum undulatum,1.0,1.0,False
Polygonum thunbergii,Polygonum thunbergii,1.0,1.0,False
Polygonum linicola,Polygonum linicola,1.0,1.0,False
Polygonum oleraceum,Polygonum oleraceum,1.0,1.0,False
Polygonum panduriforme,Polygonum panduriforme,1.0,1.0,False
Polygonum serrulatum,Polygonum serrulatum,1.0,1.0,False
Polygonum spectabile,Polygonum spectabile,1.0,1.0,False
Polygonum nuttallii,Polygonum nuttallii,1.0,1.0,False
Polygonum erectum,Polygonum erectum,1.0,1.0,False
Polygonum triangulare,Polygonum triangulare,1.0,1.0,False
Polygonum polycnemoides,Polygonum polycnemoides,1.0,1.0,False
Polygonum alfredi,Polygonum alfredi,1.0,1.0,False
Polygonum perforatum,Polygonum perfoliatum,1.0,0.95303030303,False
Polygonum meissnerianum,Polygonum meisnerianum,1.0,0.984615384615,False
Polygonum leptopodum,Polygonum leptopodum,1.0,1.0,False
Polygonum arenarium,Polygonum arenastrum,1.0,0.948148148148,False
Polygonum chilense,Polygonum chilense,1.0,1.0,False
Polygonum stagninum,Polygonum stagninum,1.0,1.0,False
Polygonum sieboldii,Polygonum sieboldii,1.0,1.0,False
Polygonum hastatosagittatum,Polygonum hastatosagittatum,1.0,1.0,False
Polygonum senticosum,Polygonum senticosum,1.0,1.0,False
Polygonum sagittifolium,Polygonum sagittifolium,1.0,1.0,False
Polygonum rubescens,Polygonum rubescens,1.0,1.0,False
Polygonum emarginatum,Polygonum emarginatum,1.0,1.0,False
Polygonum flaccidum,Polygonum flaccidum,1.0,1.0,False
Polygonum aviculare,Polygonum aviculare,1.0,1.0,False
Polygonum mite,Polygonum mite,1.0,1.0,False
Polygonum argyrocoleon,Polygonum argyrocoleon,1.0,1.0,False
Polygonum brittingeri,Polygonum brittingeri,1.0,1.0,False
Polygonum bettfreundianum,Polygonum bettfreundianum,1.0,1.0,False
Polygonum fowleri,Polygonum fowleri,1.0,1.0,False
Polygonum hidropiper,Polygonum hidropiper,1.0,1.0,False
Polygonum parviflorum,Polygonum parviflorum,1.0,1.0,False
Polygonum atraphaxoides,Polygonum atraphaxoides,1.0,1.0,False
Polygonum scaberulum,Polygonum scabrum,1.0,0.94,False
Polygonum robustum,Polygonum robustius,1.0,0.953703703704,False
Polygonum complexum,Polygonum complexum,1.0,1.0,False
Polygonum hypanicum,Polygonum hypanicum,1.0,1.0,False
Polygonum nervosum,Polygonum nervosum,1.0,1.0,False
Polygonum ruderale,Polygonum ruderale,1.0,1.0,False
Polygonum dryandri,Polygonum dryandri,1.0,1.0,False
Polygonum jucundum,Polygonum jucundum,1.0,1.0,False
Polygonum urophyllum,Polygonum urophyllum,1.0,1.0,False
Polygonum viscosum,Polygonum viscosum,1.0,1.0,False
Polygonum strictum,Polygonum striatum,1.0,0.95,False
Polygonum lineare,Polygonum lineare,1.0,1.0,False
Polygonum utahense,Polygonum utahensis,1.0,0.965277777778,True
Polygonum pilosum,Polygonum pilosum,1.0,1.0,False
Polygonum cirrhosum,Polygonum cirrhosum,1.0,1.0,False
Polygonum acutatum,Polygonum acutatum,1.0,1.0,False
Polygonum gracilipes,Polygonum gracilipes,1.0,1.0,False
Polygonum emersum,Polygonum emersum,1.0,1.0,False
Polygonum spergulariiforme,Polygonum spergulariiforme,1.0,1.0,False
Polygonum lanigerum,Polygonum lanigerum,1.0,1.0,False
Polygonum sieboldi,Polygonum sieboldii,1.0,0.992592592593,True
Polylepis besseri,Polylepis besseri,1.0,1.0,False
Polylepis lanata,Polylepis lanata,1.0,1.0,False
Polylepis subtusalbida,Polylepis subtusalbida,1.0,1.0,False
Polylepis flavipila,Polylepis flavipila,1.0,1.0,False
Polylepis racemosa,Polylepis racemosa,1.0,1.0,False
Polylepis incana,Polylepis incana,1.0,1.0,False
Polylepis crista-galli,Polylepis cristagalli,1.0,0.988888888889,False
Polylepis subsericans,Polylepis subsericans,1.0,1.0,False
Polylepis australis,Polylepis australis,1.0,1.0,False
Polylepis hieronymi,Polylepis hieronymi,1.0,1.0,False
Polylepis incarum,Polylepis incarum,1.0,1.0,False
Polymeria pusilla,Polymeria pusilla,1.0,1.0,False
Polymnia canadensis,Polymnia canadensis,1.0,1.0,False
Polyosma cunninghamii,Polyosma cunninghamii,1.0,1.0,False
Polyphlebium venosum,Polyphlebium venosum,1.0,1.0,False
Polyphlebium borbonicum,Polyphlebium borbonicum,1.0,1.0,False
Polypleurum elongatum,Polypleurum elongatum,1.0,1.0,False
Polypleurum stylosum,Polypleurum stylosum,1.0,1.0,False
Polypodium robertianum,Polypodium robertianum,1.0,1.0,False
Polypodium hexagonopterum,Polypodium hexagonopterum,1.0,1.0,False
Polypodium punctatum,Polypodium punctatum,1.0,1.0,False
Polypodium irioides,Polypodium irioides,1.0,1.0,False
Polypodium macrosphaerum,Polypodium macrosphaerum,1.0,1.0,False
Polypodium parasiticum,Polypodium parasiticum,1.0,1.0,False
Polypodium fragile,Polypodium fragile,1.0,1.0,False
Polypodium scolopendrinum,Polypodium scolopendria,1.0,1.0,False
Polypodium appalachianum,Polypodium appalachianum,1.0,1.0,False
Polypodium thelypteroides,Polypodium thelypteris,1.0,0.992857142857,False
Polypodium brevifolium,Polypodium brevifolium,1.0,1.0,False
Polypodium prolongilobum,Polypodium prolongilobum,1.0,1.0,False
Polypodium nerifolium,Polypodium neriifolium,1.0,0.941818181818,False
Polypodium ligulatum,Polypodium lingulatum,1.0,0.973333333333,False
Polypodium diaphanum,Polypodium diaphanum,1.0,1.0,False
Polypodium pallidum,Polypodium pallidum,1.0,1.0,False
Polypodium calcareum,Polypodium calcareum,1.0,1.0,False
Polypodium dryopteris,Polypodium dryopteris,1.0,1.0,False
Polypodium muricatum,Polypodium muricatum,1.0,1.0,False
Polypodium neriifolium,Polypodium neriifolium,1.0,1.0,False
Polypodium venulosum,Polypodium venulosum,1.0,1.0,False
Polypodium montevidense,Polypodium montevidense,1.0,1.0,False
Polypodium fontanum,Polypodium fontanum,1.0,1.0,False
Polypodium polycarpum,Polypodium polycarpon,1.0,0.973333333333,False
Polypodium marginatum,Polypodium marginatum,1.0,1.0,False
Polypodium spinulosum,Polypodium spinulosum,1.0,1.0,False
Polypodium excavatum,Polypodium excavatum,1.0,1.0,False
Polypodium laetum,Polypodium latum,1.0,0.955555555556,False
Polypodium virginianum,Polypodium virginianum,1.0,1.0,False
Polypodium glycyrrhiza,Polypodium glycyrrhiza,1.0,1.0,False
Polypodium setiferum,Polypodium setiferum,1.0,1.0,False
Polypodium elatum,Polypodium latum,1.0,0.944444444444,False
Polypodium macropterum,Polypodium macrosphaerum,1.0,0.946386946387,False
Polypodium squamulosum,Polypodium squamulosum,1.0,1.0,False
Polypodium serratum,Polypodium serratum,1.0,1.0,False
Polypodium preslianum,Polypodium preslianum,1.0,1.0,False
Polypodium eleagnifolium,Polypodium eleagnifolium,1.0,1.0,False
Polypodium intramarginale,Polypodium intramarginale,1.0,1.0,False
Polypodium punctulatum,Polypodium punctulatum,1.0,1.0,False
Polypodium lobatum,Polypodium lobatum,1.0,1.0,False
Polypodium pellucidum,Polypodium pellucidum,1.0,1.0,False
Polypodium marginale,Polypodium marginale,1.0,1.0,False
Polypodium nephrolepioides,Polypodium neprolepioides,1.0,0.984444444444,False
Polypodium adnascens,Polypodium adnascens,1.0,1.0,False
Polypodium dilatatum,Polypodium dilatatum,1.0,1.0,False
Polypodium calirhiza,Polypodium calirhiza,1.0,1.0,False
Polypodium politum,Polypodium politum,1.0,1.0,False
Polypodium coriaceum,Polypodium coriaceum,1.0,1.0,False
Polypodium brasiliense,Polypodium brasiliense,1.0,1.0,False
Polypodium occidentale,Polypodium occidentale,1.0,1.0,False
Polypodium sinuosum,Polypodium spinulosum,1.0,0.94,False
Polypodium asterolepis,Polypodium asterolepis,1.0,1.0,False
Polypodium lingulatum,Polypodium lingulatum,1.0,1.0,False
Polypodium validum,Polypodium validum,1.0,1.0,False
Polypodium polycarpon,Polypodium polycarpon,1.0,1.0,False
Polypodium interjectum,Polypodium interjectum,1.0,1.0,False
Polypodium intermedium,Polypodium intermedium,1.0,1.0,False
Polypodium cristatum,Polypodium cristatum,1.0,1.0,False
Polypodium setosum,Polypodium setosum,1.0,1.0,False
Polypodium superficiale,Polypodium superficiale,1.0,1.0,False
Polypodium hesperium,Polypodium hesperium,1.0,1.0,False
Polypodium stenolepis,Polypodium stenolepis,1.0,1.0,False
Polypodium setigerum,Polypodium setiferum,1.0,0.955555555556,False
Polypodium lonchitis,Polypodium lonchitis,1.0,1.0,False
Polypodium thelypteris,Polypodium thelypteris,1.0,1.0,False
Polypodium lycopodiodes,Polypodium lycopodioides,1.0,0.997435897436,False
Polypodium pellitum,Polypodium pellitum,1.0,1.0,False
Polypodium hirsutum,Polypodium hirsutulum,1.0,0.98,False
Polypodium scolopendrium,Polypodium scolopendria,1.0,1.0,True
Polypodium hirsutulum,Polypodium hirsutulum,1.0,1.0,False
Polypodium adiantiforme,Polypodium adiantiforme,1.0,1.0,False
Polypogon viridis,Polypogon viridis,1.0,1.0,False
Polypogon fugax,Polypogon fugax,1.0,1.0,False
Polypogon monspeliensis,Polypogon monspeliensis,1.0,1.0,False
Polypogon maritimus,Polypogon maritimus,1.0,1.0,False
Polypremum procumbens,Polypremum procumbens,1.0,1.0,False
Polyscias joskei,Polyscias joskei,1.0,1.0,False
Polyscias maraisiana,Polyscias maraisiana,1.0,1.0,False
Polyscias diversifolia,Polyscias diversifolia,1.0,1.0,False
Polyscias biformis,Polyscias biformis,1.0,1.0,False
Polyscias bracteata,Polyscias bracteata,1.0,1.0,False
Polyscias multijuga,Polyscias multijuga,1.0,1.0,False
Polyscias guilfoylei,Polyscias guilfoylei,1.0,1.0,False
Polyscias nodosa,Polyscias nodosa,1.0,1.0,False
Polyscias murrayi,Polyscias murrayi,1.0,1.0,False
Polyscias sandwicensis,Polyscias sandwicensis,1.0,1.0,False
Polyscias ornifolia,Polyscias ornifolia,1.0,1.0,False
Polyscias elegans,Polyscias elegans,1.0,1.0,False
Polyscias cumingiana,Polyscias cumingiana,1.0,1.0,False
Polyscias sambucifolia,Polyscias sambucifolia,1.0,1.0,False
Polyscias mollis,Polyscias mollis,1.0,1.0,False
Polyscias spectabilis,Polyscias spectabilis,1.0,1.0,False
Polyscias racemosa,Polyscias racemosa,1.0,1.0,False
Polyscias cissodendron,Polyscias cissodendron,1.0,1.0,False
Polyscias fruticosa,Polyscias fruticosa,1.0,1.0,False
Polyscias kikuyuensis,Polyscias kikuyuensis,1.0,1.0,False
Polyscias purpurea,Polyscias purpurea,1.0,1.0,False
Polyscias aculeata,Polyscias aculeata,1.0,1.0,False
Polyscias cutispongia,Polyscias cutispongia,1.0,1.0,False
Polyscias sambucifolius,Polyscias sambucifolia,1.0,1.0,True
Polyscias fulva,Polyscias fulva,1.0,1.0,False
Polyscias hawaiensis,Polyscias hawaiensis,1.0,1.0,False
Polyscias australiana,Polyscias australiana,1.0,1.0,False
Polyspatha hirsuta,Polyspatha hirsuta,1.0,1.0,False
Polysphaeria parvifolia,Polysphaeria parvifolia,1.0,1.0,False
Polyspora speciosa,Polyspora speciosa,1.0,1.0,False
Polyspora chrysandra,Polyspora chrysandra,1.0,1.0,False
Polyspora longicarpa,Polyspora longicarpa,1.0,1.0,False
Polyspora axillaris,Polyspora axillaris,1.0,1.0,False
Polyspora hainanensis,Polyspora hainanensis,1.0,1.0,False
Polyspora yunnanensis,Polyspora yunnanensis,1.0,1.0,False
Polystachya modesta,Polystachya modesta,1.0,1.0,False
Polystachya cultriformis,Polystachya cultriformis,1.0,1.0,False
Polystachya pubescens,Polystachya pubescens,1.0,1.0,False
Polystachya campyloglossa,Polystachya campyloglossa,1.0,1.0,False
Polystachya eurygnatha,Polystachya eurygnatha,1.0,1.0,False
Polystachya longiscapa,Polystachya longiscapa,1.0,1.0,False
Polystachya spatella,Polystachya spatella,1.0,1.0,False
Polystachya dendrobiiflora,Polystachya dendrobiiflora,1.0,1.0,False
Polystachya stuhlmannii,Polystachya stuhlmannii,1.0,1.0,False
Polystachya concreta,Polystachya concreta,1.0,1.0,False
Polystachya adansoniae,Polystachya adansoniae,1.0,1.0,False
Polystichopsis simplicior,Polystichopsis simplicior,1.0,1.0,False
Polystichum nudicaule,Polystichum nudicaule,1.0,1.0,False
Polystichum makinoi,Polystichum makinoi,1.0,1.0,False
Polystichum alfarii,Polystichum alfaroi,1.0,0.952380952381,False
Polystichum neozelandicum,Polystichum neozelandicum,1.0,1.0,False
Polystichum ovatopaleaceum,Polystichum ovatopaleaceum,1.0,1.0,False
Polystichum scopulinum,Polystichum scopulinum,1.0,1.0,False
Polystichum luctuosum,Polystichum luctuosum,1.0,1.0,False
Polystichum longipaleatum,Polystichum longipaleatum,1.0,1.0,False
Polystichum californicum,Polystichum californicum,1.0,1.0,False
Polystichum fortunei,Polystichum fortunei,1.0,1.0,False
Polystichum subapiciflorum,Polystichum subapiciflorum,1.0,1.0,False
Polystichum eximium,Polystichum eximium,1.0,1.0,False
Polystichum biaristatum,Polystichum biaristatum,1.0,1.0,False
Polystichum oreopteris,Polystichum oreopteris,1.0,1.0,False
Polystichum acuminatum,Polystichum acuminatum,1.0,1.0,False
Polystichum mucronifolium,Polystichum mucronifolium,1.0,1.0,False
Polystichum wolfii,Polystichum wolfii,1.0,1.0,False
Polystichum wilsonii,Polystichum wilsonii,1.0,1.0,False
Polystichum deltodon,Polystichum deltodon,1.0,1.0,False
Polystichum dielsii,Polystichum dielsii,1.0,1.0,False
Polystichum muricatum,Polystichum muricatum,1.0,1.0,False
Polystichum fuscopaleaceum,Polystichum fuscopaleaceum,1.0,1.0,False
Polystichum indochinense,Polystichum indochinense,1.0,1.0,False
Polystichum munitum,Polystichum munitum,1.0,1.0,False
Polystichum falcilobum,Polystichum falcilobum,1.0,1.0,False
Polystichum aculeolatum,Polystichum aculeatum,1.0,0.969696969697,False
Polystichum semifertile,Polystichum semifertile,1.0,1.0,False
Polystichum anomalum,Polystichum anomalum,1.0,1.0,False
Polystichum lonchitoides,Polystichum lonchitis,1.0,0.975,False
Polystichum aristatum,Polystichum aristatum,1.0,1.0,False
Polystichum jizhushanense,Polystichum jizhushanense,1.0,1.0,False
Polystichum simplicius,Polystichum simplicius,1.0,1.0,False
Polystichum acrostichoides,Polystichum acrostichoides,1.0,1.0,False
Polystichum angulare,Polystichum angulare,1.0,1.0,False
Polystichum capense,Polystichum capense,1.0,1.0,False
Polystichum acanthophyllum,Polystichum acanthophyllum,1.0,1.0,False
Polystichum polyblepharum,Polystichum polyblepharum,1.0,1.0,False
Polystichum variiforme,Polystichum variiforme,1.0,1.0,False
Polystichum yunnanense,Polystichum yunnanense,1.0,1.0,False
Polystichum horridipinnum,Polystichum horridipinnum,1.0,1.0,False
Polystichum imbricans,Polystichum imbricans,1.0,1.0,False
Polystichum dudleyi,Polystichum dudleyi,1.0,1.0,False
Polystichum kodamae,Polystichum kodamae,1.0,1.0,False
Polystichum rhomboideum,Polystichum rhomboideum,1.0,1.0,False
Polystichum tacticopterum,Polystichum tacticopterum,1.0,1.0,False
Polystichum lobatum,Polystichum lobatum,1.0,1.0,False
Polystichum discretum,Polystichum discretum,1.0,1.0,False
Polystichum nigropaleaceum,Polystichum nigropaleaceum,1.0,1.0,False
Polystichum hecatopterum,Polystichum hecatopterum,1.0,1.0,False
Polystichum retroso-paleaceum,Polystichum retrosopaleaceum,1.0,0.994117647059,False
Polystichum dilatatum,Polystichum dilatatum,1.0,1.0,False
Polystichum unitum,Polystichum munitum,1.0,0.952380952381,False
Polystichum aculeatum,Polystichum aculeatum,1.0,1.0,False
Polystichum coriaceum,Polystichum coriaceum,1.0,1.0,False
Polystichum piceo-paleaceum,Polystichum piceopaleaceum,1.0,0.988888888889,False
Polystichum chilense,Polystichum chilense,1.0,1.0,False
Polystichum montevidense,Polystichum montevidense,1.0,1.0,False
Polystichum plicatum,Polystichum plicatum,1.0,1.0,False
Polystichum pinfaense,Polystichum pinfaense,1.0,1.0,False
Polystichum moritzianum,Polystichum moritzianum,1.0,1.0,False
Polystichum globisorum,Polystichum globisorum,1.0,1.0,False
Polystichum bissetianum,Polystichum bissetianum,1.0,1.0,False
Polystichum setigerum,Polystichum setiferum,1.0,0.955555555556,False
Polystichum setiferum,Polystichum setiferum,1.0,1.0,False
Polystichum vestitum,Polystichum vestitum,1.0,1.0,False
Polystichum alticola,Polystichum alticola,1.0,1.0,False
Polystichum lonchitis,Polystichum lonchitis,1.0,1.0,False
Polystichum tripteron,Polystichum tripteron,1.0,1.0,False
Polystichum thelypteris,Polystichum thelypteris,1.0,1.0,False
Polytaenia texana,Polytaenia texana,1.0,1.0,False
Polytaenia nuttallii,Polytaenia nuttallii,1.0,1.0,False
Polytrias indica,Polytrias indica,1.0,1.0,False
Polytrichum commue,Polytrichum commune,1.0,0.97619047619,False
Polytrichum brachypelma,Polytrichum brachypelma,1.0,1.0,False
Polytrichum swartzii,Polytrichum swartzii,1.0,1.0,False
Polytrichum commune,Polytrichum commune,1.0,1.0,False
Polytrichum cataractarum,Polytrichum cataractarum,1.0,1.0,False
Pomaderris phylicifolia,Pomaderris phylicifolia,1.0,1.0,False
Pomaderris elliptica,Pomaderris elliptica,1.0,1.0,False
Pomaderris rugosa,Pomaderris rugosa,1.0,1.0,False
Pomaderris phylirifolia,Pomaderris phylicifolia,1.0,0.972222222222,False
Pomaderris obcordata,Pomaderris obcordata,1.0,1.0,False
Pomaderris oraria,Pomaderris oraria,1.0,1.0,False
Pomaderris angustifolia,Pomaderris angustifolia,1.0,1.0,False
Pomaderris forrestiana,Pomaderris forrestiana,1.0,1.0,False
Pomaderris intangenda,Pomaderris intangenda,1.0,1.0,False
Pomaria lactea,Pomaria lactea,1.0,1.0,False
Pomatocalpa kunstleri,Pomatocalpa kunstleri,1.0,1.0,False
Pomatocalpa linearipetalum,Pomatocalpa linearipetalum,1.0,1.0,False
Pomatocalpa diffusum,Pomatocalpa diffusum,1.0,1.0,False
Pomatosace filicula,Pomatosace filicula,1.0,1.0,False
Pomax umbellata,Pomax umbellata,1.0,1.0,False
Pombalia itouba,Pombalia itouba,1.0,1.0,False
Pometia pinnata,Pometia pinnata,1.0,1.0,False
Pometia tomentosa,Pometia tomentosa,1.0,1.0,False
Pometia ternata,Pometia ternata,1.0,1.0,False
Ponapea ledermanniana,Ponapea ledermanniana,1.0,1.0,False
Poncirus trifoliata,Poncirus trifoliata,1.0,1.0,False
Ponera exilis,Ponera exilis,1.0,1.0,False
Ponera striata,Ponera striata,1.0,1.0,False
Pongamia pinnata,Pongamia pinnata,1.0,1.0,False
Pongamiopsis amygdalina,Pongamiopsis amygdalina,1.0,1.0,False
Pontechium maculatum,Pontechium maculatum,1.0,1.0,False
Pontederia sagittata,Pontederia sagittata,1.0,1.0,False
Pontederia nymphaefolia,Pontederia nymphaeifolia,1.0,0.975641025641,False
Pontederia rotundifolia,Pontederia rotundifolia,1.0,1.0,False
Pontederia parviflora,Pontederia parviflora,1.0,1.0,False
Pontederia cordata,Pontederia cordata,1.0,1.0,False
Ponthieva racemosa,Ponthieva racemosa,1.0,1.0,False
Ponthieva brittonae,Ponthieva brittoniae,1.0,0.99,True
Ponthieva brittoniae,Ponthieva brittoniae,1.0,1.0,False
Ponthieva fertilis,Ponthieva fertilis,1.0,1.0,False
Poponax flexuosa,Poponax flexuosa,1.0,1.0,False
Poponax venosa,Poponax venosa,1.0,1.0,False
Poponax attenuata,Poponax attenuata,1.0,1.0,False
Popowia hirta,Popowia hirta,1.0,1.0,False
Popowia polyandra,Popowia polyandra,1.0,1.0,False
Popowia maritima,Popowia maritima,1.0,1.0,False
Popowia pisocarpa,Popowia pisocarpa,1.0,1.0,False
Popowia odoardi,Popowia odoardi,1.0,1.0,False
Populus caspica,Populus caspica,1.0,1.0,False
Populus grandidentata,Populus grandidentata,1.0,1.0,False
Populus diversifolia,Populus diversifolia,1.0,1.0,False
Populus wilsonii,Populus wilsonii,1.0,1.0,False
Populus glandulosa,Populus glandulosa,1.0,1.0,False
Populus villosa,Populus villosa,1.0,1.0,False
Populus euphratica,Populus euphratica,1.0,1.0,False
Populus pyramidalis,Populus pyramidalis,1.0,1.0,False
Populus grisea,Populus grisea,1.0,1.0,False
Populus tomentosa,Populus tomentosa,1.0,1.0,False
Populus bolleana,Populus bolleana,1.0,1.0,False
Populus ussuriensis,Populus ussuriensis,1.0,1.0,False
Populus fastigiata,Populus fastigiata,1.0,1.0,False
Populus ontariensis,Populus ontariensis,1.0,1.0,False
Populus sosnowskyi,Populus sosnowskyi,1.0,1.0,False
Populus deltoides,Populus deltoides,1.0,1.0,False
Populus balsamifera,Populus balsamifera,1.0,1.0,False
Populus longifolia,Populus longifolia,1.0,1.0,False
Populus silvestrii,Populus silvestrii,1.0,1.0,False
Populus nana,Populus nana,1.0,1.0,False
Populus caudina,Populus caudina,1.0,1.0,False
Populus quercifolia,Populus quercifolia,1.0,1.0,False
Populus carolinensis,Populus carolinensis,1.0,1.0,False
Populus cordata,Populus cordata,1.0,1.0,False
Populus suaveolens,Populus suaveolens,1.0,1.0,False
Populus laurifolia,Populus laurifolia,1.0,1.0,False
Populus woobstii,Populus wobstii,1.0,0.966666666667,False
Populus hudsoniana,Populus hudsoniana,1.0,1.0,False
Populus bonatii,Populus bonatii,1.0,1.0,False
Populus duclouxiana,Populus duclouxiana,1.0,1.0,False
Populus latifolia,Populus latifolia,1.0,1.0,False
Populus angustifolia,Populus angustifolia,1.0,1.0,False
Populus lasiocarpa,Populus lasiocarpa,1.0,1.0,False
Populus canescens,Populus canescens,1.0,1.0,False
Populus macrophylla,Populus macrophylla,1.0,1.0,False
Populus pruinosa,Populus pruinosa,1.0,1.0,False
Populus maximowiczii,Populus maximowiczii,1.0,1.0,False
Populus talassica,Populus talassica,1.0,1.0,False
Populus flexibilis,Populus flexibilis,1.0,1.0,False
Populus fremontii,Populus fremontii,1.0,1.0,False
Populus atheniensis,Populus atheniensis,1.0,1.0,False
Populus graeca,Populus graeca,1.0,1.0,False
Populus canadensis,Populus canadensis,1.0,1.0,False
Populus hispida,Populus hispida,1.0,1.0,False
Populus kanjilaliana,Populus kanjilaliana,1.0,1.0,False
Populus ariana,Populus ariana,1.0,1.0,False
Populus przewalskii,Populus przewalskii,1.0,1.0,False
Populus hastata,Populus hastata,1.0,1.0,False
Populus trichocarpa,Populus trichocarpa,1.0,1.0,False
Populus pseudobalsamifera,Populus pseudobalsamifera,1.0,1.0,False
Populus monticola,Populus monticola,1.0,1.0,False
Populus wobstii,Populus wobstii,1.0,1.0,False
Populus coloradensis,Populus coloradensis,1.0,1.0,False
Populus palmata,Populus palmata,1.0,1.0,False
Populus alba,Populus alba,1.0,1.0,False
Populus rotundifolia,Populus rotundifolia,1.0,1.0,False
Populus hudsonica,Populus hudsonica,1.0,1.0,False
Populus bachofenii,Populus bachofenii,1.0,1.0,False
Populus trepida,Populus trepida,1.0,1.0,False
Populus afghanica,Populus afghanica,1.0,1.0,False
Populus sibirica,Populus sibirica,1.0,1.0,False
Populus litwinowiana,Populus litwinowiana,1.0,1.0,False
Populus euphratensis,Populus euphratensis,1.0,1.0,False
Populus nigra,Populus nigra,1.0,1.0,False
Populus intermedia,Populus intermedia,1.0,1.0,False
Populus nivea,Populus nivea,1.0,1.0,False
Populus adenopoda,Populus adenopoda,1.0,1.0,False
Populus thevestina,Populus thevestina,1.0,1.0,False
Populus illicitana,Populus illicitana,1.0,1.0,False
Populus tremula,Populus tremula,1.0,1.0,False
Populus pannonica,Populus pannonica,1.0,1.0,False
Populus tremuloides,Populus tremuloides,1.0,1.0,False
Populus croatica,Populus croatica,1.0,1.0,False
Populus pekinensis,Populus pekinensis,1.0,1.0,False
Populus simonii,Populus simonii,1.0,1.0,False
Porana megalantha,Porana megalantha,1.0,1.0,False
Porana volubilis,Porana volubilis,1.0,1.0,False
Porana racemosa,Porana racemosa,1.0,1.0,False
Porana truncata,Porana truncata,1.0,1.0,False
Porana velutina,Porana velutina,1.0,1.0,False
Porana commixta,Porana commixta,1.0,1.0,False
Porana spectabilis,Porana spectabilis,1.0,1.0,False
Poranopsis paniculata,Poranopsis paniculata,1.0,1.0,False
Poranthera corymbosa,Poranthera corymbosa,1.0,1.0,False
Poranthera florosa,Poranthera florosa,1.0,1.0,False
Poranthera triandra,Poranthera triandra,1.0,1.0,False
Poranthera drummondii,Poranthera drummondii,1.0,1.0,False
Poranthera ericoides,Poranthera ericoides,1.0,1.0,False
Poranthera huegelii,Poranthera huegelii,1.0,1.0,False
Poranthera microphylla,Poranthera microphylla,1.0,1.0,False
Poranthera ericifolia,Poranthera ericifolia,1.0,1.0,False
Poraqueiba guianensis,Poraqueiba guianensis,1.0,1.0,False
Poraqueiba surinamensis,Poraqueiba surinamensis,1.0,1.0,False
Poraresia anomala,Poraresia anomala,1.0,1.0,False
Porcelia steinbachii,Porcelia steinbachii,1.0,1.0,False
Porella platyphylla,Porella platyphylla,1.0,1.0,False
