"gbif","tank","genus_jw","se_jw","gswitch","bothtpl","suspect","remove","manual.remove"
"Acacia loroloba","Acacia loroloba",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia lunata","Acacia lunata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia luteola","Acacia luteola",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia lycopodifolia","Acacia lycopodifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia lycopodiifolia","Acacia lycopodiifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia lysiphloia","Acacia lysiphloia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia mabellae","Acacia mabellae",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia macradenia","Acacia macradenia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia macrostachya","Acacia macrostachya",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia maidenii","Acacia maidenii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia malacophylla","Acacia malacophylla",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia marginata","Acacia marginata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia marramamba","Acacia marramamba",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia mearnsii","Acacia mearnsii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia melanoxylon","Acacia melanoxylon",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia melvillei","Acacia melvillei",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia microbotrya","Acacia microbotrya",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia microbotrys","Acacia microbotrya",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia microcarpa","Acacia microcarpa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia microcephala","Acacia microcephala",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia microneura","Acacia microneura",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia microphylla","Acacia microphylla",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia minuta","Acacia minuta",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia mitchellii","Acacia mitchellii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia mollifolia","Acacia mollifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia monticola","Acacia monticola",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia mucronata","Acacia mucronata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia muelleriana","Acacia muelleriana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia multispicata","Acacia multispicata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia murrayana","Acacia murrayana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia myrtifolia","Acacia myrtifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia nanodealbata","Acacia nanodealbata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia neovernicosa","Acacia neovernicosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia neriifolia","Acacia neriifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia nervosa","Acacia nervosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia nigricans","Acacia nigricans",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia nigripilosa","Acacia nigripilosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia nilotica","Acacia nilotica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia notabilis","Acacia notabilis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia nuperrima","Acacia nuperrima",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia obliquinervia","Acacia obliquinervia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia obtriangularis","Acacia triangularis",1,0.952380952381,"False",FALSE,TRUE,FALSE,FALSE
"Acacia obtusata","Acacia obtusata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia obtusifolia","Acacia obtusifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia oleifolia","Acacia oleifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia olsenii","Acacia olsenii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia orfota","Acacia orfota",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia orites","Acacia orites",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia oshanesii","Acacia oshanesii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia oswaldii","Acacia oswaldii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia oxycedrus","Acacia oxycedrus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia pachyacra","Acacia pachyacra",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia pachycarpa","Acacia pachycarpa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia paniculata","Acacia paniculata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia papyrocarpa","Acacia papyrocarpa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia paradoxa","Acacia paradoxa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia parramattensis","Acacia parramattensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia parvifolia","Acacia parvifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia parvipinnula","Acacia parvipinnula",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia pedleyi","Acacia pedleyi",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia pendula","Acacia pendula",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia penninervis","Acacia penninervis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia pentadenia","Acacia pentadenia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia perangusta","Acacia perangusta",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia phlebophylla","Acacia phlebophylla",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia pickardii","Acacia pickardii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia pilligaensis","Acacia pilligaensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia platycarpa","Acacia platycarpa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia podalyriifolia","Acacia podalyriifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia polybotrya","Acacia polybotrya",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia praelongata","Acacia praelongata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia pravifolia","Acacia parvifolia",1,0.97,"False",TRUE,FALSE,FALSE,FALSE
"Acacia prominens","Acacia prominens",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia provincialis","Acacia provincialis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia pruinosa","Acacia pruinosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia ptychoclada","Acacia ptychoclada",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia pubescens","Acacia pubescens",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia pubicosta","Acacia pubicosta",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia pulchella","Acacia pulchella",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia pycnantha","Acacia pycnantha",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia pyrifolia","Acacia pyrifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia quadrimarginea","Acacia quadrimarginea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia ramulosa","Acacia ramulosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia retinodes","Acacia retinodes",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia retivenea","Acacia retivenea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia rhigiophylla","Acacia rhigiophylla",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia rhodophloia","Acacia rhodophloia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia riceana","Acacia riceana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia richii","Acacia richii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia rigens","Acacia rigens",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia roemeriana","Acacia roemeriana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia rossei","Acacia rossei",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia rostellifera","Acacia rostellifera",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia ryaniana","Acacia ryaniana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia salicina","Acacia salicina",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia saligna","Acacia saligna",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia scapelliformis","Acacia scapuliformis",1,0.956043956044,"False",FALSE,TRUE,FALSE,FALSE
"Acacia schottii","Acacia schottii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia sclerophylla","Acacia sclerophylla",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia scorpioides","Acacia scorpioides",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia semperflorens","Acacia semperflorens",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia sessilispica","Acacia sessilispica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia shirleyi","Acacia shirleyi",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia sibina","Acacia sibina",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia siculiformis","Acacia siculiformis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia sieberiana","Acacia sieberiana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia signata","Acacia signata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia silvestris","Acacia silvestris",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia sinuata","Acacia sinuata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia speciosa","Acacia speciosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia spectabilis","Acacia spectabilis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia sphacelata","Acacia sphacelata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia spilleriana","Acacia spilleriana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia spinescens","Acacia spinescens",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia spinulosa","Acacia spinosa",1,0.955555555556,"False",FALSE,TRUE,FALSE,FALSE
"Acacia spirorbis","Acacia spirorbis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia stellaticeps","Acacia stellaticeps",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia stenocarpa","Acacia stenocarpa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia stipuligera","Acacia stipuligera",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia storyi","Acacia storyi",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia strongylophylla","Acacia strongylophylla",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia suaveolens","Acacia suaveolens",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia subporosa","Acacia subporosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia subrigida","Acacia subrigida",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia subtiliformis","Acacia subtilifolia",1,0.986752136752,"False",FALSE,FALSE,FALSE,FALSE
"Acacia suma","Acacia suma",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia sundra","Acacia sundra",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia synchronicia","Acacia synchronicia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia terminalis","Acacia terminalis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia tetragonophylla","Acacia tetragonophylla",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia tortilis","Acacia tortilis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia trachyphloia","Acacia trachyphloia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia translucens","Acacia translucens",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia triacantha","Acacia triacanthos",1,0.990606060606,"False",FALSE,FALSE,FALSE,FALSE
"Acacia trinervata","Acacia trinervata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia trinervia","Acacia trinervata",1,0.968888888889,"False",TRUE,FALSE,FALSE,FALSE
"Acacia trinervis","Acacia trinervata",1,0.947777777778,"False",FALSE,TRUE,FALSE,FALSE
"Acacia triptera","Acacia triptera",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia tumida","Acacia tumida",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia ulicifolia","Acacia ulicifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia umbellata","Acacia umbellata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia uncinata","Acacia uncinata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia validinervia","Acacia validinervia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia vera","Acacia vera",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia verniciflua","Acacia verniciflua",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia verticillata","Acacia verticillata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia victoriae","Acacia victoriae",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia virgata","Acacia virgata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia wanyu","Acacia wanyu",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia wilhelmiana","Acacia wilhelmiana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia williamsonii","Acacia williamsonii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acacia wrightii","Acacia wrightii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acaciella angustissima","Acaciella angustissima",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acaciella glauca","Acaciella glauca",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acaena anserinifolia","Acaena anserinifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acaena argentea","Acaena argentea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acaena echinata","Acaena echinata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acaena fissistipula","Acaena fissistipula",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acaena hirsutula","Acaena hirsuta",1,0.97037037037,"False",FALSE,FALSE,FALSE,FALSE
"Acaena inermis","Acaena inermis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acaena lucida","Acaena lucida",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acaena magellanica","Acaena magellanica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acaena microphylia","Acaena microphylla",1,0.993939393939,"False",FALSE,FALSE,FALSE,FALSE
"Acaena microphylla","Acaena microphylla",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acaena montana","Acaena montana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acaena novae-zelandiae","Acaena novae-zelandiae",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acaena novae-zelandica","Acaena novae-zelandiae",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acaena ovalifolia","Acaena ovalifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acaena pinnatifida","Acaena pinnatifida",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acaena profundeincisa","Acaena profundeincisa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acaena pusilla","Acaena pusilla",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acalypha amentacea","Acalypha amentacea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acalypha australis","Acalypha australis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acalypha benensis","Acalypha benensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acalypha californica","Acalypha californica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acalypha carpinifolia","Acalypha carpinifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acalypha caucana","Acalypha caucana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acalypha divaricata","Acalypha divaricata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acalypha diversifolia","Acalypha diversifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acalypha glabrata","Acalypha glabrata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acalypha gracilis","Acalypha gracilis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acalypha indica","Acalypha indica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acalypha insulana","Acalypha insulana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acalypha lanceolata","Acalypha lanceolata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acalypha macrostachya","Acalypha macrostachya",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acalypha platyphylla","Acalypha platyphylla",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acalypha repanda","Acalypha repanda",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acalypha salicoides","Acalypha salicioides",1,0.968181818182,"False",FALSE,FALSE,FALSE,FALSE
"Acalypha tracheliifolia","Acalypha tracheliifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acalypha virgata","Acalypha virgata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acalypha wilkesiana","Acalypha wilkesiana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acampe ochracea","Acampe ochracea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acampe praemorsa","Acampe praemorsa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acampe rigida","Acampe rigida",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acamptopappus shockleyi","Acamptopappus shockleyi",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acamptopappus sphaerocephalus","Acamptopappus sphaerocephalus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acanthephippium mantinianum","Acanthephippium mantinianum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acanthocarpus preissii","Acanthocarpus preissii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acanthocladium dockeri","Acanthocladium dockeri",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acanthocladus albicans","Acanthocladus albicans",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acanthogilia gloriosa","Acanthogilia gloriosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acantholippia deserticola","Acantholippia deserticola",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acantholippia punensis","Acantholippia punenis",1,0.955357142857,"False",FALSE,TRUE,FALSE,FALSE
"Acantholippia seriphioides","Acantholippia seriphioides",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acanthopanax aculeatum","Acanthopanax aculeatus",1,0.985185185185,"True",FALSE,FALSE,FALSE,FALSE
"Acanthopanax sessiflorus","Acanthopanax sessiliflorus",1,0.959207459207,"False",FALSE,TRUE,FALSE,FALSE
"Acanthopanax trifoliatum","Acanthopanax trifoliatus",1,1,"True",FALSE,FALSE,FALSE,FALSE
"Acanthophippium mantinianum","Acanthephippium mantinianum",0.982222222222,1,"False",FALSE,FALSE,FALSE,FALSE
"Acanthophoenix rubra","Acanthophoenix rubra",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acanthopsis carduifolia","Acanthopsis carduifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acanthopsis disperma","Acanthopsis disperma",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acanthosicyos horridus","Acanthosicyos horridus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acanthospermum australe","Acanthospermum australe",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acanthospermum hispidum","Acanthospermum hispidum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acanthospermum humile","Acanthospermum humile",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acanthostachys strobilacea","Acanthostachys strobilacea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acanthosyris asipapote","Acanthosyris asipapote",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acanthosyris falcata","Acanthosyris falcata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acanthus ebracteatus","Acanthus ebracteatus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acanthus hungaricus","Acanthus hungaricus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acanthus ilicifolius","Acanthus ilicifolius",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acanthus lusitanicus","Acanthus lusitanicus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acanthus mollis","Acanthus mollis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acanthus montanus","Acanthus montanus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acanthus pubescens","Acanthus pubescens",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acanthus spinosissimus","Acanthus spinosissimus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acanthus spinosus","Acanthus spinosus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acca sellowiana","Acca sellowiana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer acuminatum","Acer acuminatum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer amplum","Acer amplum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer argutum","Acer argutum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer barbatum","Acer barbatum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer barbinerve","Acer barbinerve",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer buergerianum","Acer buergerianum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer californicum","Acer californicum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer campbellii","Acer campbellii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer campestre","Acer campestre",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer capillipes","Acer capillipes",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer cappadocicum","Acer cappadocicum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer carpinifolium","Acer carpinifolium",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer caudatifolium","Acer caudatifolium",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer caudatum","Acer caudatum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer circinatum","Acer circinatum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer cissifolium","Acer cissifolium",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer confertifolium","Acer confertifolium",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer cordatum","Acer cordatum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer coriaceifolium","Acer coriaceifolium",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer coriaceum","Acer coriaceum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer crataegifolium","Acer crataegifolium",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer davidii","Acer davidii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer diabolicum","Acer diabolicum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer distylum","Acer distylum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer duplicatoserratum","Acer duplicatoserratum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer erianthum","Acer erianthum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer fabri","Acer fabri",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer formosum","Acer formosum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer garrettii","Acer garrettii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer glabratum","Acer glabrum",1,0.962962962963,"False",FALSE,FALSE,FALSE,FALSE
"Acer glabrum","Acer glabrum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer granatense","Acer granatense",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer grandidentatum","Acer grandidentatum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer griseum","Acer griseum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer heldreichii","Acer heldreichii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer henryi","Acer henryi",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer hyrcanum","Acer hyrcanum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer ischidoyanum","Acer ishidoyanum",1,0.977777777778,"False",FALSE,FALSE,FALSE,FALSE
"Acer japonicum","Acer japonicum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer laevigatum","Acer laevigatum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer laurinum","Acer laurinum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer liburnicum","Acer liburnicum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer longipes","Acer longipes",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer macrophyllum","Acer macrophyllum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer mandshuricum","Acer mandshuricum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer micranthum","Acer micranthum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer microphyllum","Acer microphyllum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer miyabei","Acer miyabei",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer monspessulanum","Acer monspessulanum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer morifolium","Acer morifolium",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer negundo","Acer negundo",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer nigrum","Acer nigrum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer nikoense","Acer nikoense",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer nipponicum","Acer nipponicum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer oblongum","Acer oblongum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer obtusatum","Acer obtusatum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer obtusifolium","Acer obtusifolium",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer oliverianum","Acer oliverianum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer opalus","Acer opalus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer palmatum","Acer palmatum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer paxii","Acer paxii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer pectinatum","Acer pectinatum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer pensylvanicum","Acer pensylvanicum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer pentapomicum","Acer pentapomicum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Acer pictum","Acer pictum",1,1,"False",FALSE,FALSE,FALSE,FALSE
